fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,class
6.4,0.22,0.32,12.0,0.066,57.0,158.0,0.9992,3.6,0.43,9.0,6,1
5.7,0.45,0.42,1.1,0.051,61.0,197.0,0.9932,3.02,0.4,9.0,5,1
7.2,0.19,0.31,1.4,0.046,37.0,135.0,0.9939,3.34,0.57,10.2,7,1
4.633983879032096,0.31,0.44,6.7,0.054,29.0,160.0,0.9952,3.04,0.44,9.6,5,1
8.0,5.074617782337044,0.13,17.2,0.036,49.0,219.0,0.9996,2.96,0.46,9.7,5,1
9.9,-4.034978302162791,0.46,1.4,0.046,34.0,185.0,0.9966,3.02,0.49,10.2,4,1
8.1,0.31,0.36,8.2,0.028,29.0,142.0,0.9925,3.01,0.34,,7,1
8.658647587074404,0.24,0.38,4.3,0.044,49.0,172.0,0.996,3.37,0.74,10.8,6,1
8.0,0.25,0.13,17.2,0.036,49.0,219.0,0.9996,2.96,0.46,9.7,5,1
0.3042004298688905,1.7570238649067837,0.28,11.1,0.063,66.0,169.0,0.9973,2.89,0.57,,5,1
7.2,0.15,0.33,1.1,0.027,16.0,63.0,0.9937,3.37,0.4,9.9,5,1
7.0,2.150339333814353,0.32,7.2,0.058,22.0,89.0,0.9966,3.29,0.38,9.2,6,1
7.4,0.32,0.55,16.6,0.056,53.0,238.0,1.0017,2.96,0.58,8.7,6,1
8.5,0.17,0.31,1.0,0.024,13.0,91.0,0.993,2.79,0.37,10.1,5,1
8.5,4.5535591324150495,0.31,1.0,0.024,13.0,91.0,0.993,2.79,0.37,10.1,5,1
9.5,2.3881407998706283,0.47,1.3,0.039,21.0,123.0,0.9959,2.9,0.64,9.5,5,1
8.2,0.21,0.48,1.4,0.041,11.0,99.0,0.9958,3.17,0.57,,5,1
7.4,0.32,0.55,16.6,0.056,53.0,238.0,1.0017,2.96,0.58,,6,1
6.760329272454325,0.6109478264761257,0.42,6.9,0.046,50.0,173.0,0.9958,3.19,0.46,9.0,5,1
6.8,0.27,0.28,13.3,0.076,50.0,163.0,0.9979,3.03,0.38,8.6,6,1
7.4,1.5002195865301156,0.3,8.1,0.047,13.0,114.0,0.9941,3.12,0.35,10.5,6,1
8.0,0.23,0.35,9.2,0.044,53.0,186.0,0.997,3.09,0.56,9.5,7,1
7.6,-2.005113503684021,0.31,1.4,0.047,41.0,142.0,0.9934,3.43,0.53,,6,1
6.3,0.41,0.3,3.2,0.03,49.0,164.0,0.9927,3.53,0.79,11.7,7,1
9.234288121400194,-0.6739042170732377,0.43,2.5,0.036,32.0,116.0,0.9944,3.23,0.47,10.7,6,1
6.3,0.41,0.3,3.2,0.03,49.0,164.0,0.9927,3.53,0.79,,7,1
6.750888457387049,-3.8071085191059844,0.26,4.5,0.086,37.0,133.0,0.9963,3.15,0.42,9.2,5,1
9.075962904159155,0.26,0.26,18.35,0.084,33.0,139.0,1.0011,3.17,0.39,8.8,5,1
7.5,0.26,0.26,18.35,0.084,33.0,139.0,1.0011,3.17,0.39,8.8,5,1
7.471172474978612,4.731088543032669,0.35,7.8,0.048,76.0,197.0,0.9959,3.24,0.43,9.5,6,1
5.175037221803314,1.6304719568525379,0.37,7.0,0.057,35.0,208.0,0.9973,3.57,0.55,,5,1
8.4,-2.548337380973841,0.27,6.3,0.048,30.0,143.0,0.9966,3.25,0.5,,6,1
2.09143191922153,0.33,0.26,1.2,0.044,23.0,103.0,0.9932,3.19,0.54,10.5,6,1
7.5,0.38,0.5,12.8,0.042,57.0,184.0,0.9984,3.09,0.46,9.0,6,1
8.000239244712468,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,8,1
7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,8,1
7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,8,1
7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,8,1
7.6,1.014070887987753,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,8,1
8.1,3.6680431299829976,0.58,16.65,0.049,48.0,181.0,1.0006,3.2,0.62,9.1,6,1
7.6,3.1383769763631526,0.41,1.9,0.047,27.0,151.0,0.9937,3.2,0.53,10.1,6,1
5.240773904310066,0.22,0.28,7.7,0.043,57.0,176.0,0.9954,3.12,0.55,,5,1
8.0,-2.5629158394992038,0.32,10.4,0.043,63.0,201.0,0.997,3.11,0.53,9.5,6,1
7.1,0.33,0.3,3.3,0.034,30.0,102.0,0.9912,3.08,0.31,12.3,7,1
4.664972125415365,-8.971516447638644,0.27,1.1,0.054,5.0,110.0,0.9939,3.24,0.52,9.1,4,1
7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,8,1
8.437372653889257,1.3061582546891395,0.28,6.3,0.057,17.0,103.0,0.9957,3.5,0.44,9.6,5,1
7.4,0.3,0.22,5.25,0.053,33.0,180.0,0.9926,3.13,0.45,11.6,6,1
11.252000150303054,-2.3806088955146993,0.33,14.6,0.043,47.0,168.0,0.9994,3.34,0.67,8.8,6,1
8.285819629673973,2.0669825179415025,0.38,11.8,0.055,51.0,170.0,1.0004,3.34,0.82,8.9,6,1
7.0,3.1308111650087236,0.33,14.6,0.043,47.0,168.0,0.9994,3.34,0.67,,6,1
8.4,0.2,0.38,11.8,0.055,51.0,170.0,1.0004,3.34,0.82,8.9,6,1
8.4,0.2,0.38,11.8,0.055,51.0,170.0,1.0004,3.34,0.82,,6,1
7.3,3.520899333490147,0.31,17.3,0.055,32.0,197.0,1.0002,3.13,0.46,,6,1
6.8,0.31,0.09,1.4,0.04,56.0,145.0,0.9922,3.19,0.46,,5,1
8.362194509337613,0.31,0.08,1.3,0.038,58.0,147.0,0.9922,3.18,0.46,10.0,5,1
3.266561976541327,0.17,0.35,1.6,0.047,43.0,154.0,0.9934,3.36,0.69,11.1,6,1
7.4,0.3,0.22,5.25,0.053,33.0,180.0,0.9926,3.13,0.45,11.6,6,1
8.136570742985104,5.494221457935595,0.31,2.4,0.043,58.0,178.0,0.9941,3.42,0.68,10.6,6,1
7.0,0.28,0.33,14.6,0.043,47.0,168.0,0.9994,3.34,0.67,8.8,6,1
8.220282186968513,0.2,0.38,11.8,0.055,51.0,170.0,1.0004,3.34,0.82,,6,1
9.287682741878545,0.18,0.31,1.5,0.038,16.0,84.0,0.9924,3.34,0.58,10.1,6,1
5.57862457191373,3.8590707542319103,0.39,1.8,0.043,21.0,159.0,0.9948,3.52,0.47,10.0,5,1
7.275087148512887,0.4,0.33,7.7,0.034,27.0,98.0,0.9935,3.18,0.41,12.2,7,1
10.176443401398384,5.498646486352065,0.56,2.0,0.035,20.0,95.0,0.9918,3.23,0.53,11.0,6,1
7.2,0.15,0.39,1.8,0.043,21.0,159.0,0.9948,3.52,0.47,10.0,5,1
6.523898622816051,4.317181029705993,0.46,1.4,0.064,37.0,160.0,0.9924,3.37,0.45,,5,1
6.6,4.718652722066501,0.22,16.7,0.046,38.0,133.0,0.9979,3.22,0.67,10.4,6,1
9.0,0.55,0.3,8.1,0.026,14.0,71.0,0.993,2.94,0.36,11.8,5,1
6.9,0.19,0.39,8.0,0.028,22.0,84.0,0.994,3.11,0.66,,6,1
6.3,0.28739558210668215,0.33,4.7,0.023,28.0,110.0,0.991,3.3,0.38,,7,1
5.673475856138194,0.55,0.3,8.1,0.026,14.0,71.0,0.993,2.94,0.36,11.8,5,1
14.65489981987037,0.2,0.34,2.1,0.049,12.0,136.0,0.9922,3.25,0.46,11.6,7,1
3.3642217099897995,0.32,0.22,16.7,0.046,38.0,133.0,0.9979,3.22,0.67,10.4,6,1
7.7,0.26,0.34,6.4,0.05,36.0,163.0,0.9937,3.19,0.7,,6,1
6.3,-3.657979293697132,0.28,1.5,0.051,46.0,142.0,0.9928,3.23,0.42,10.1,6,1
7.405899755351428,7.786810763447237,0.39,7.6,0.04,45.0,215.0,0.9965,3.11,0.53,9.2,6,1
6.3,0.21,0.28,1.5,0.051,46.0,142.0,0.9928,3.23,0.42,10.1,6,1
8.0,0.6188588056480606,0.4,12.4,0.168,29.0,190.0,0.9991,3.07,0.64,9.2,5,1
7.5,0.3,0.71,1.3,0.16,44.0,149.0,0.9948,3.08,0.42,,5,1
6.4,0.26,0.4,1.7,0.179,5.0,60.0,0.9925,3.09,0.54,10.1,5,1
6.9,0.32,0.15,8.1,0.046,51.0,180.0,0.9958,3.13,0.45,8.9,5,1
8.9,3.8961241919227034,0.34,7.1,0.037,33.0,150.0,0.9962,3.1,0.45,9.7,6,1
7.6,0.34,0.39,7.6,0.04,45.0,215.0,0.9965,3.11,0.53,9.2,6,1
10.540064468076839,0.42,0.41,2.3,0.034,22.0,145.0,0.9951,3.06,0.52,11.0,6,1
8.402852527093343,-1.360824493072666,0.26,6.5,0.042,32.0,160.0,0.9944,3.14,0.47,,5,1
6.5,3.1417673276369174,0.2,1.4,0.024,29.0,101.0,0.9916,3.24,0.54,10.8,6,1
7.2,-7.104889975119896,0.33,12.7,0.049,50.0,183.0,0.9987,3.41,0.4,,5,1
7.9,-0.8813301730028621,0.36,1.6,0.038,11.0,124.0,0.9928,3.25,0.48,11.0,5,1
8.8,0.2,0.28,1.1,0.018,18.0,72.0,0.9926,2.97,0.35,,5,1
5.130768887980803,0.27,0.32,1.2,0.046,20.0,155.0,0.9934,3.8,0.41,10.2,6,1
7.6,-0.005233250176865101,0.26,6.5,0.042,32.0,160.0,0.9944,3.14,0.47,10.7,5,1
4.945718888421076,0.14,0.27,4.6,0.029,22.0,104.0,0.9949,3.34,0.44,,5,1
8.7,1.6278263049155586,0.35,0.6,0.042,11.0,71.0,0.9926,3.08,0.38,,5,1
6.7,3.5160740298033235,0.45,10.6,0.032,56.0,212.0,0.997,3.22,0.59,,6,1
4.795204401136134,-3.142428764890946,0.27,4.6,0.029,22.0,104.0,0.9949,3.34,0.44,9.0,5,1
2.2521984242258837,0.13,0.27,4.8,0.028,22.0,104.0,0.9948,3.34,0.45,9.2,6,1
7.4,0.18,0.34,2.7,0.03,30.0,107.0,0.992,2.97,0.53,11.0,6,1
12.150657643268186,0.385,0.04,12.6,0.034,22.0,115.0,0.9964,3.28,0.63,9.9,6,1
8.040027246859868,0.24,0.35,0.6,0.042,11.0,71.0,0.9926,3.08,0.38,10.6,5,1
8.3,2.3099045667606117,0.43,9.2,0.046,22.0,126.0,0.9982,3.38,0.47,,5,1
8.590792978469286,0.34,0.44,6.6,0.052,28.0,156.0,0.9955,3.14,0.41,,5,1
5.796041426955184,4.010000929910224,0.44,7.0,0.05,29.0,155.0,0.9955,3.14,0.42,,5,1
5.2357089829335495,7.317734748262772,0.24,8.45,0.031,32.0,172.0,0.9958,3.39,0.57,,7,1
11.8,0.23,0.38,11.1,0.034,15.0,123.0,0.9997,2.93,0.55,9.7,3,1
5.433669011991049,2.3298839515126017,0.27,18.15,0.042,41.0,146.0,1.0001,3.3,0.36,,5,1
2.1504626360322474,-1.168517944443666,0.27,18.15,0.042,41.0,146.0,1.0001,3.3,0.36,,5,1
8.118136579637692,-3.330293971324783,0.29,4.1,0.026,19.0,101.0,0.9918,3.01,0.38,,5,1
7.378977037041709,5.9726068935956915,0.29,4.1,0.026,19.0,101.0,0.9918,3.01,0.38,12.4,5,1
10.81457352755433,0.29,0.29,4.6,0.029,27.0,155.0,0.9931,3.07,0.26,,6,1
3.209899647246454,2.4220258067788256,0.27,18.15,0.042,41.0,146.0,1.0001,3.3,0.36,8.7,5,1
4.968558467335435,0.31,0.31,4.9,0.031,20.0,151.0,0.9926,3.36,0.82,12.0,7,1
7.3,0.29,0.37,8.3,0.044,45.0,227.0,0.9966,3.12,0.47,9.0,5,1
5.7,0.46,0.46,1.4,0.04,31.0,169.0,0.9932,3.13,0.47,8.8,5,1
4.1046785997377535,0.28,0.44,11.5,0.04,58.0,223.0,0.9969,3.22,0.56,9.5,5,1
11.027591182035426,0.23,0.33,1.8,0.036,23.0,96.0,0.9925,3.32,0.4,10.8,6,1
6.9,0.10407310525928148,0.25,1.6,0.047,34.0,132.0,0.9914,3.16,0.48,11.4,5,1
7.6,-4.679454882665455,0.36,2.4,0.049,38.0,123.0,0.996,3.6,0.46,10.3,5,1
6.6,0.22,0.28,4.9,0.042,51.0,180.0,0.9952,3.3,0.75,9.5,6,1
5.191774665435986,0.27,0.28,1.8,0.05,21.0,127.0,0.9934,3.15,0.44,,5,1
7.7,0.28,0.29,4.3,0.051,25.0,142.0,0.9939,3.16,0.39,10.2,5,1
9.28689953417841,-2.5035518526941587,0.29,4.4,0.051,26.0,146.0,0.9939,3.16,0.39,10.2,5,1
8.61048442021794,0.32,0.18,1.4,0.029,26.0,104.0,0.9906,3.44,0.37,11.0,6,1
6.661631265753775,0.33,0.25,1.6,0.03,25.0,126.0,0.9901,3.22,0.34,12.1,7,1
7.3,0.34,0.3,1.3,0.057,25.0,173.0,0.9948,3.26,0.51,9.1,6,1
2.3695669971785946,2.0839608663218097,0.26,5.2,0.04,31.0,140.0,0.995,3.26,0.68,9.5,6,1
6.6,1.2914990723777002,0.27,5.6,0.043,43.0,164.0,0.9953,3.27,0.76,9.5,5,1
2.5075384237089287,0.27,0.29,5.3,0.045,57.0,189.0,0.9953,3.31,0.79,9.8,5,1
9.179292194388239,0.22,0.28,4.9,0.042,51.0,180.0,0.9952,3.3,0.75,9.5,6,1
7.6,-5.658994676899361,0.36,2.4,0.049,38.0,123.0,0.996,3.6,0.46,10.3,5,1
6.8,2.257837669505485,0.32,1.6,0.039,10.0,124.0,0.9948,3.3,0.67,9.6,5,1
3.2182179436004277,0.22,0.39,2.1,0.055,39.0,198.0,0.9951,3.52,0.54,10.2,6,1
5.9,0.17,0.3,1.4,0.042,25.0,119.0,0.9931,3.68,0.72,,6,1
8.576079833179737,0.45,0.32,7.1,0.044,17.0,117.0,0.9962,3.32,0.41,10.4,4,1
7.143047329461789,0.36,0.32,1.6,0.039,10.0,124.0,0.9948,3.3,0.67,9.6,5,1
7.5,-4.28530934465988,0.14,10.7,0.046,18.0,95.0,0.9959,3.22,0.33,10.7,5,1
8.631397452933081,4.39202720580678,0.32,11.1,0.036,25.0,119.0,0.9962,3.15,0.34,,6,1
9.4,0.3,0.32,10.7,0.029,14.0,111.0,0.9958,2.85,0.42,,5,1
7.9,0.17,0.32,1.6,0.053,47.0,150.0,0.9948,3.29,0.76,9.6,6,1
9.314754423537662,0.7956677447148713,0.32,1.6,0.053,47.0,150.0,0.9948,3.29,0.76,9.6,6,1
5.398987646746294,0.17,0.32,1.5,0.05,17.0,101.0,0.994,3.14,0.58,9.5,5,1
5.373415462955776,-1.2202643462479,0.31,1.5,0.049,48.0,153.0,0.9942,3.12,0.58,,6,1
8.7,3.120463017332018,0.3,1.6,0.046,29.0,130.0,0.9942,3.22,0.38,9.8,6,1
7.9,0.17,0.32,1.6,0.053,47.0,150.0,0.9948,3.29,0.76,9.6,6,1
9.344781402301209,1.310497865337354,0.19,8.0,0.044,51.0,172.0,0.9964,3.16,0.44,9.2,5,1
5.31196616830681,4.214782825515056,0.19,7.7,0.045,53.0,176.0,0.9958,3.17,0.38,9.5,5,1
5.3,0.76,0.03,2.7,0.043,27.0,93.0,0.9932,3.34,0.38,9.2,5,1
-1.6504454760154452,0.46142684016870195,0.53,15.1,0.052,22.0,136.0,0.9986,2.94,0.35,9.4,5,1
6.6,0.6364580992171412,0.53,15.1,0.052,22.0,136.0,0.9986,2.94,0.35,9.4,5,1
8.4,0.28,0.4,8.9,0.048,33.0,146.0,0.9988,3.4,0.46,9.3,5,1
6.8,-0.5357512977937267,0.34,6.0,0.05,5.0,129.0,0.9953,3.19,0.4,9.1,5,1
8.646265893651595,0.24,0.33,12.3,0.046,31.0,145.0,0.9983,3.36,0.4,9.5,5,1
4.291216135793696,0.9689014283014898,0.36,13.1,0.056,72.0,163.0,1.0,3.42,0.35,9.1,6,1
7.40140763371576,5.253852639367762,0.3,6.7,0.043,43.0,153.0,0.9951,3.63,0.46,10.6,5,1
6.7,0.24,0.33,12.3,0.046,31.0,145.0,0.9983,3.36,0.4,9.5,5,1
6.8,-1.2282925101831317,0.35,2.3,0.042,16.0,85.0,0.9906,3.19,0.56,12.4,6,1
10.378465547950908,0.34,0.3,11.1,0.047,28.0,237.0,0.9981,3.18,0.49,8.7,5,1
6.0,0.27,0.15,1.5,0.056,35.0,128.0,0.9936,3.12,0.45,8.8,5,1
6.0,0.16,0.3,6.7,0.043,43.0,153.0,0.9951,3.63,0.46,10.6,5,1
6.850287371785843,2.263865447991907,0.34,6.0,0.05,5.0,129.0,0.9953,3.19,0.4,,5,1
11.487297494990592,-2.4013307490238534,0.47,15.2,0.057,40.0,234.0,1.0005,3.02,0.66,9.0,5,1
8.561393041608607,0.24,0.33,10.2,0.048,46.0,141.0,0.9972,3.16,0.48,,6,1
7.4,0.18,0.36,13.1,0.056,72.0,163.0,1.0,3.42,0.35,9.1,6,1
7.7,0.23,0.31,10.7,0.038,59.0,186.0,0.9969,3.12,0.55,9.5,6,1
6.5,0.22,0.25,17.1,0.05,44.0,138.0,1.0001,3.3,0.37,8.8,5,1
6.5,-5.980196353035348,0.25,17.1,0.05,44.0,138.0,1.0001,3.3,0.37,8.8,5,1
6.5,0.8423762211103283,0.25,17.1,0.05,44.0,138.0,1.0001,3.3,0.37,8.8,5,1
5.7,0.33,0.15,1.9,0.05,20.0,93.0,0.9934,3.38,0.62,9.9,5,1
7.7,0.23,0.31,10.7,0.038,59.0,186.0,0.9969,3.12,0.55,9.5,6,1
6.5,1.331216270408269,0.25,17.1,0.05,44.0,138.0,1.0001,3.3,0.37,8.8,5,1
6.8,0.2,0.27,1.2,0.034,19.0,68.0,0.9902,3.14,0.37,11.7,4,1
7.7,0.26,0.32,1.2,0.04,26.0,117.0,0.993,3.21,0.56,,5,1
6.4,-0.13015380832745221,0.32,3.1,0.041,18.0,126.0,0.9914,3.43,0.42,12.0,6,1
8.0,-4.3279549123167085,0.36,1.5,0.033,14.0,122.0,0.9941,3.2,0.39,10.3,4,1
6.8,0.25,0.27,10.7,0.076,47.0,154.0,0.9967,3.05,0.38,9.0,5,1
7.7,0.39,0.28,4.9,0.035,36.0,109.0,0.9918,3.19,0.58,12.2,7,1
6.9,0.26,0.33,12.6,0.051,59.0,173.0,0.998,3.39,0.38,9.9,5,1
6.8,1.162903223924864,0.27,10.7,0.076,47.0,154.0,0.9967,3.05,0.38,9.0,5,1
7.7,0.39,0.28,4.9,0.035,36.0,109.0,0.9918,3.19,0.58,12.2,7,1
6.0,0.28,0.22,12.15,0.048,42.0,163.0,0.9957,3.2,0.46,,5,1
6.5,0.43,0.28,12.0,0.056,23.0,174.0,0.9986,3.31,0.55,9.3,5,1
9.1,1.1289409024183377,0.38,1.7,0.062,50.5,344.0,0.9958,3.1,0.7,9.5,5,1
10.662287984423443,-2.1663418932777203,0.05,2.6,0.054,36.0,146.0,0.9948,3.43,0.5,9.2,6,1
6.8,0.28,0.39,1.4,0.036,15.0,115.0,0.9918,3.27,0.72,11.7,5,1
7.0,-3.71047471441906,0.24,1.9,0.04,21.0,144.0,0.9923,3.35,0.38,,5,1
7.1,-0.5371637831179019,0.32,16.9,0.056,49.0,158.0,0.9998,3.37,0.38,9.6,6,1
7.1,0.22,0.32,16.9,0.056,49.0,158.0,0.9998,3.37,0.38,9.6,6,1
8.3,2.198787740333305,0.27,2.1,0.03,22.0,162.0,0.9914,2.99,0.68,,6,1
6.8,0.26,0.32,7.0,0.041,38.0,118.0,0.9939,3.25,0.52,10.8,6,1
4.013678673728682,0.16,0.26,7.1,0.054,41.0,224.0,0.9966,3.38,0.55,10.1,5,1
7.9,0.18,0.36,5.9,0.058,31.0,132.0,0.995,3.25,0.52,10.9,6,1
7.175355058750531,1.409964195375972,0.26,7.1,0.054,41.0,224.0,0.9966,3.38,0.55,10.1,5,1
5.5,0.24,0.32,8.7,0.06,19.0,102.0,0.994,3.27,0.31,10.4,5,1
7.1,0.33,0.64,13.2,0.056,12.0,105.0,0.9972,3.05,0.39,9.2,5,1
7.7,0.28,0.35,15.3,0.056,31.0,117.0,0.9998,3.27,0.5,9.6,5,1
9.719484815124403,-2.3625109935022346,0.35,15.3,0.056,31.0,117.0,0.9998,3.27,0.5,9.6,5,1
6.928764728969863,0.6707752550660223,0.52,13.2,0.047,64.0,179.0,0.9982,3.1,0.46,9.0,5,1
6.5,0.14,0.32,2.7,0.037,18.0,89.0,0.9924,3.4,0.74,,7,1
8.2,2.8713792164267007,0.32,10.65,0.053,53.0,145.0,0.9972,3.17,0.48,10.2,6,1
10.656656989958009,0.2,0.31,10.0,0.054,49.0,165.0,0.997,3.4,0.42,9.9,6,1
7.2,-3.402997127800444,0.3,6.8,0.056,26.0,105.0,0.9954,3.44,0.4,9.6,6,1
5.103881381467659,0.4794661041295819,0.2,15.6,0.04,20.0,142.0,0.9962,3.1,0.54,10.6,5,1
7.1,0.33,0.64,13.2,0.056,12.0,105.0,0.9972,3.05,0.39,9.2,5,1
13.008113454886665,0.24,0.34,5.1,0.038,31.0,99.0,0.9921,3.24,0.46,,6,1
13.366592512816736,0.24,0.34,3.0,0.035,36.0,102.0,0.9905,3.18,0.43,,6,1
8.5462159886819,0.28,0.35,15.3,0.056,31.0,117.0,0.9998,3.27,0.5,9.6,5,1
7.0,0.22,0.33,2.1,0.052,15.0,76.0,0.993,3.2,0.41,10.6,6,1
7.5,0.18,0.39,1.9,0.054,23.0,91.0,0.9941,3.27,0.45,10.3,6,1
9.8,4.9489229405126185,0.45,8.6,0.052,34.0,187.0,0.9994,3.12,0.59,10.2,4,1
7.8,-3.534796465881694,0.33,8.75,0.035,33.0,181.0,0.9962,3.11,0.46,10.7,5,1
9.557803541063851,3.7465788731485272,0.32,3.6,0.038,9.0,76.0,0.992,3.05,0.31,11.7,4,1
12.075014306873912,0.25,0.27,4.7,0.031,31.0,92.0,0.9922,3.01,0.33,12.0,6,1
3.8384078030979003,5.037562356967155,0.27,1.3,0.048,26.0,105.0,0.994,3.52,0.66,10.6,6,1
6.3,0.24,0.37,1.8,0.031,6.0,61.0,0.9897,3.3,0.34,12.2,4,1
2.0639999562666285,0.33,0.38,9.7,0.04,29.0,124.0,0.9954,3.47,0.48,11.0,6,1
6.8,0.37,0.28,4.0,0.03,29.0,79.0,0.99,3.23,0.46,,7,1
13.669256741572905,0.49,0.23,2.4,0.087,19.0,115.0,0.9948,2.77,0.44,9.4,6,1
9.321965418618998,0.25,0.27,4.7,0.031,31.0,92.0,0.9922,3.01,0.33,,6,1
7.720484262060632,0.22,0.28,18.8,0.028,55.0,130.0,0.998,2.96,0.35,11.6,5,1
7.0333699086434835,-0.3166165755126594,0.31,1.8,0.069,15.0,162.0,0.9944,3.18,0.47,9.4,5,1
7.0,0.35,0.31,1.8,0.069,15.0,162.0,0.9944,3.18,0.47,,5,1
7.4,-0.839025857048842,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,7,1
0.24187558290779254,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,7,1
7.4,3.289283257058678,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,,7,1
7.4,-0.36839112508855726,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,7,1
7.4,-6.869380102085276,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,7,1
6.9,0.32,0.13,7.8,0.042,11.0,117.0,0.996,3.23,0.37,9.2,5,1
7.6,0.32,0.58,16.75,0.05,43.0,163.0,0.9999,3.15,0.54,9.2,5,1
7.4,-0.10638378406873844,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,,7,1
7.4,1.6012119045836881,0.3,12.8,0.053,48.5,212.0,0.9986,3.14,0.49,9.1,7,1
6.9,0.32,0.13,7.8,0.042,11.0,117.0,0.996,3.23,0.37,9.2,5,1
6.0,0.34,0.24,5.4,0.06,23.0,126.0,0.9951,3.25,0.44,9.0,7,1
7.0283130566289955,0.32,0.58,16.75,0.05,43.0,163.0,0.9999,3.15,0.54,9.2,5,1
7.7,2.4602515607474036,0.31,1.3,0.047,33.0,106.0,0.993,3.22,0.55,10.8,6,1
8.0,0.36,0.43,10.1,0.053,29.0,146.0,0.9982,3.4,0.46,9.5,6,1
5.140859782420329,0.29,0.25,3.8,0.044,30.0,114.0,0.992,3.11,0.4,11.0,6,1
6.6,0.32,0.27,10.9,0.041,37.0,146.0,0.9963,3.24,0.47,10.0,5,1
6.3,0.3,0.24,6.6,0.04,38.0,141.0,0.995,3.22,0.47,9.5,5,1
9.154214900845247,0.33,0.24,9.8,0.041,29.0,109.0,0.9956,3.29,0.47,10.1,6,1
7.5,0.18,0.31,11.7,0.051,24.0,94.0,0.997,3.19,0.44,,7,1
6.5,-2.2518874942557683,0.81,1.2,0.217,14.0,74.0,0.9936,3.08,0.53,9.5,5,1
6.8,-0.5594033584178253,0.18,1.4,0.056,13.0,137.0,0.9935,3.11,0.42,,5,1
9.385092335152018,3.1107217924568986,0.32,9.6,0.052,24.0,90.0,0.9963,3.35,0.49,,6,1
8.83004070238973,4.135759987616838e-06,0.32,12.2,0.048,36.0,125.0,0.9967,2.92,0.54,9.4,6,1
7.6,-4.316213981882742,0.42,2.6,0.044,29.0,110.0,0.9912,3.31,0.51,12.7,6,1
10.386375946397424,0.23,0.35,10.7,0.037,34.0,145.0,0.9981,3.09,0.32,9.7,5,1
3.4079597538391972,0.28,0.41,4.9,0.058,31.0,153.0,0.9966,3.27,0.51,9.7,6,1
8.871929239990623,3.8929140288611275,0.32,12.2,0.048,36.0,125.0,0.9967,2.92,0.54,9.4,6,1
8.288193836570152,-0.46233306713173555,0.32,9.6,0.052,24.0,90.0,0.9963,3.35,0.49,9.4,6,1
6.8,0.25,0.18,1.4,0.056,13.0,137.0,0.9935,3.11,0.42,,5,1
7.0,0.22,0.26,1.1,0.037,20.0,71.0,0.9902,3.1,0.38,,6,1
7.3,3.4536563315441406,0.29,1.0,0.036,26.0,101.0,0.99,3.09,0.37,,6,1
7.1,0.26,0.19,8.2,0.051,53.0,187.0,0.996,3.16,0.52,9.7,5,1
6.6,-3.9363700875996477,0.42,11.3,0.049,77.0,231.0,0.9966,3.24,0.52,,6,1
10.13557796130619,-0.12296024276725487,0.23,7.3,0.069,31.0,157.0,0.9962,3.25,0.53,9.1,5,1
12.35462943729059,0.28,0.27,2.3,0.051,23.0,147.0,0.994,3.23,0.67,10.3,6,1
2.022317979285174,0.26,0.19,8.2,0.051,53.0,187.0,0.996,3.16,0.52,9.7,5,1
6.63456952314536,1.7692080710317044,0.38,2.1,0.058,14.0,167.0,0.994,3.21,0.55,9.9,5,1
5.373200088527065,0.27,0.33,2.0,0.059,19.0,175.0,0.9944,3.22,0.56,9.9,5,1
8.217521565155224,0.39,0.34,10.0,0.056,35.0,178.0,0.9974,3.26,0.6,10.2,5,1
8.940205574654117,-0.021434584502963483,0.33,15.75,0.035,16.0,132.0,0.996,3.0,0.37,12.1,6,1
6.6,0.23,0.24,3.9,0.045,36.0,138.0,0.9922,3.15,0.64,11.3,7,1
7.1,-3.289018606962979,0.3,2.0,0.031,13.0,128.0,0.9917,3.19,0.49,11.4,5,1
7.0,0.32,0.35,1.5,0.039,24.0,125.0,0.9918,3.17,0.64,,6,1
7.4,0.24,0.26,1.6,0.058,53.0,150.0,0.9936,3.18,0.5,9.9,7,1
6.9,-6.950409920530544,0.33,1.4,0.056,35.0,136.0,0.9938,3.63,0.78,10.3,6,1
6.297753780759563,4.88979538851008,0.35,1.5,0.039,24.0,125.0,0.9918,3.17,0.64,12.2,6,1
